=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === -307.72 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -467.28 -470.67 === === === === -506.53 -508.50 -514.91 -527.71 -528.73 -536.29 -540.22 -550.28 -561.01 -567.25 -571.77 -579.92 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -406.58 === === === === === === === === === === === -474.53 -487.68 -487.69 === === -504.70 -517.56 -522.98 -526.84 -533.87 -541.01 -546.29 -551.50 -560.28 -571.09 -574.75 -581.28 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -415.72 === === === === === === === === === === === -482.57 -488.54 === === -507.23 -511.21 -524.59 -529.76 -528.90 -538.92 -547.73 -556.40 -556.34 -565.54 -571.36 -583.28 -585.25 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -499.88 -509.61 === -518.42 -523.82 -532.94 -537.51 -548.11 -548.69 -559.19 -563.14 -568.44 -581.04 -580.73 -586.97 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -438.52 === === === === === === === === === === === -503.55 === === === -528.70 -535.93 -542.42 -548.53 -552.32 -562.79 -571.68 -575.50 -584.15 -589.08 -592.42 === === === === 
=== === === === === === === === === === === === === === === === -346.03 === === === === === === === === === === === === === === === === === === === === === === === === === === === -443.80 === === === -463.72 === === === === === === === === -515.52 -520.87 -527.32 === -542.50 -541.93 -553.96 -556.10 -563.43 -573.93 -579.01 -588.29 -588.68 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -451.05 -453.00 === === === === === === === === === === === -521.71 -529.56 === === -546.05 -551.07 -558.09 -561.60 -572.33 -575.50 -587.57 -591.44 -594.32 -601.29 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -458.10 === === === === -488.66 === === === === === === -528.70 -531.00 === === === -555.68 -564.49 -570.95 -575.85 -582.01 -590.62 -592.14 -596.99 -606.07 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -472.79 === === === === === === === === === === === === === === -558.02 -561.16 -566.07 -574.25 -577.12 -589.86 -596.42 -596.92 -604.58 -612.46 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -477.28 === === === === === === === === === === === === === === -558.79 -562.43 -573.08 -584.13 -584.56 -589.01 -599.72 -605.70 -613.13 -617.40 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -486.65 -491.13 === === -504.22 === === === === === === === === -559.52 === === === -578.94 -584.06 -590.30 -595.56 -607.16 -606.23 -615.38 -620.57 === === === === 
