=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === -437.86 === === -481.44 === -495.12 -507.70 -521.57 -537.64 -540.67 -572.19 === === -608.02 
=== === === === === === === === === === === === === === === === === === === === === === === === -484.05 -498.21 -510.97 -517.36 -539.42 -541.83 === -575.11 -585.92 === === 
=== === === === === === === === === === === === === === === === === === === -446.23 === === === === === -513.12 === -529.74 -548.55 -562.26 === -590.24 -596.38 === === 
=== === === -372.78 === === === === === === === === === === === === === === === === -460.34 === === === === === -540.31 === -565.08 -577.59 === -601.89 -607.88 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === -547.29 -559.00 -578.48 -584.54 -603.33 -608.94 -614.45 === === 
=== === === === === === === === === === === === === === === === === === === === === -511.72 === === -541.70 === === -574.84 -582.36 -598.81 === -625.05 -629.88 === -661.30 
=== === === === === === === === === === === === === === === === === === === === === -522.20 -529.46 === -549.39 -549.40 === -588.16 -599.47 -601.73 -619.40 -629.82 -641.32 === === 
=== === === === === === === === === === === === === === === === === === === === === === -542.81 === === === === -593.19 -615.20 -613.22 -633.51 -646.15 -645.53 === === 
=== === === === === === === === === === === === === === === === === === === === === === -554.66 === === -586.01 -602.29 -613.28 -624.48 -640.78 -648.30 -650.23 -655.09 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === -607.74 === -625.66 -632.81 -644.14 -657.41 -668.52 -678.24 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === -616.34 -620.85 -645.12 === -654.93 === === -698.81 === === 
=== === -520.19 === === -521.06 === -522.28 -521.37 -522.78 -529.78 -529.95 -532.79 -539.36 -542.83 -548.53 === === === === === === === === -620.58 === -633.27 -647.81 === -678.72 -681.00 -701.34 -706.32 -718.22 -732.30 
